ra dec j_m j_cmsig j_msigcom j_snr h_m h_cmsig h_msigcom h_snr k_m k_cmsig k_msigcom k_snr rd_flg dist angle j_h h_k j_k
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
76.124329 25.274755 14.504 0.033 0.035 61.1 13.841 0.040 0.041 41.9 13.559 0.034 42.0 AAA 222 460.560691 31.403869 0.6630 0.2820 0.9450
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.069424 25.273092 16.501 0.117 0.117 9.4 15.628 0.108 0.108 9.3 15.318 0.140 7.8 BBB 222 391.863508 8.992086 0.8730 0.3100 1.1830
76.217746 25.277229 16.019 0.078 0.079 15.1 14.924 0.074 0.074 15.5 14.722 0.071 14.4 AAA 222 676.643956 53.522005 1.0950 0.2020 1.2970
76.248512 25.276876 15.757 0.065 0.066 18.6 15.071 0.091 0.092 13.5 14.735 0.081 14.2 AAA 222 758.913927 58.091093 0.6860 0.3360 1.0220
76.217746 25.277229 16.019 0.078 0.079 15.1 14.924 0.074 0.074 15.5 14.722 0.071 14.4 AAA 222 676.643956 53.522005 1.0950 0.2020 1.2970
75.882903 25.281183 16.291 0.099 0.100 11.4 15.498 0.102 0.102 10.1 15.246 0.139 8.3 AAB 222 686.666269 307.34189 0.7930 0.2520 1.0450
75.852878 25.274221 17.249 0.213 0.213 4.7 16.554 0.266 0.266 3.8 15.661 0.180 5.7 DDC 222 753.444259 301.313516 0.6950 0.8930 1.5880
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.106269 25.274437 14.572 0.031 0.034 57.4 13.828 0.039 0.040 42.4 13.448 0.034 46.5 AAA 222 431.77973 24.811779 0.7440 0.3800 1.1240
76.114247 25.274755 16.772 0.136 0.137 7.6 15.594 0.136 0.136 8.3 15.343 0.129 8.1 BBB 222 444.327976 27.790345 1.1780 0.2510 1.4290
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
75.84621 25.277908 15.851 0.076 0.077 17.1 14.952 0.077 0.077 16.7 14.54 0.063 15.9 AAA 222 778.887245 301.320611 0.8990 0.4120 1.3110
76.069424 25.273092 16.501 0.117 0.117 9.4 15.628 0.108 0.108 9.3 15.318 0.140 7.8 BBB 222 391.863508 8.992086 0.8730 0.3100 1.1830
76.245173 25.283037 13.992 0.027 0.030 94.5 13.28 0.036 0.037 70.3 13.049 0.025 67.1 AAA 222 761.771323 56.242251 0.7120 0.2310 0.9430
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.217746 25.277229 16.019 0.078 0.079 15.1 14.924 0.074 0.074 15.5 14.722 0.071 14.4 AAA 222 676.643956 53.522005 1.0950 0.2020 1.2970
76.035682 25.274878 16.86 0.155 0.156 6.7 16.404 0.256 0.256 4.5 15.948 0.256 4.3 CDD 222 396.465078 352.959335 0.4560 0.4560 0.9120
75.932487 25.274208 17.209 0.209 0.209 4.9 15.643 0.125 0.125 8.8 15.38 0.143 7.3 DBB 222 548.569906 315.494316 1.5660 0.2630 1.8290
76.182377 25.279053 15.156 0.054 0.055 33.5 14.284 0.053 0.054 27.9 13.963 0.042 28.9 AAA 222 592.47975 46.383009 0.8720 0.3210 1.1930
76.270283 25.282421 17.212 0.208 0.208 4.9 16.331 0.252 0.252 4.2 15.686 0.192 5.9 DDC 222 829.90861 59.499928 0.8810 0.6450 1.5260
76.06399 25.269161 15.991 0.070 0.071 15.0 15.428 0.104 0.104 11.2 15.079 0.114 9.7 AAB 222 375.429277 6.662713 0.5630 0.3490 0.9120
76.071041 25.277864 16.992 0.166 0.167 6.0 15.819 0.141 0.141 7.8 15.41 0.141 7.1 CBB 222 409.662379 9.343355 1.1730 0.4090 1.5820
76.089298 25.279129 15.488 0.057 0.058 23.8 14.896 0.066 0.067 18.2 14.6 0.078 15.0 AAA 222 427.754252 17.122771 0.5920 0.2960 0.8880
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
76.048087 25.269718 12.149 0.017 0.021 516.2 11.031 0.029 0.030 640.5 10.59 0.017 603.1 AAA 222 374.986843 358.744901 1.1180 0.4410 1.5590
76.089298 25.279129 15.488 0.057 0.058 23.8 14.896 0.066 0.067 18.2 14.6 0.078 15.0 AAA 222 427.754252 17.122771 0.5920 0.2960 0.8880
76.020164 25.28079 16.497 0.115 0.115 9.4 15.72 0.135 0.135 8.5 15.158 0.118 9.0 BBB 222 426.443773 346.56121 0.7770 0.5620 1.3390
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
76.020164 25.28079 16.497 0.115 0.115 9.4 15.72 0.135 0.135 8.5 15.158 0.118 9.0 BBB 222 426.443773 346.56121 0.7770 0.5620 1.3390
75.882903 25.281183 16.291 0.099 0.100 11.4 15.498 0.102 0.102 10.1 15.246 0.139 8.3 AAB 222 686.666269 307.34189 0.7930 0.2520 1.0450
75.999136 25.280424 15.95 0.073 0.074 15.6 14.69 0.059 0.060 22.0 14.116 0.055 23.4 AAA 222 446.132245 337.939684 1.2600 0.5740 1.8340
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
75.918185 25.275801 12.725 0.021 0.024 303.7 11.61 0.028 0.029 363.0 11.194 0.021 345.8 AAA 222 586.048871 312.643225 1.1150 0.4160 1.5310
76.124329 25.274755 14.504 0.033 0.035 61.1 13.841 0.040 0.041 41.9 13.559 0.034 42.0 AAA 222 460.560691 31.403869 0.6630 0.2820 0.9450
76.245173 25.283037 13.992 0.027 0.030 94.5 13.28 0.036 0.037 70.3 13.049 0.025 67.1 AAA 222 761.771323 56.242251 0.7120 0.2310 0.9430
76.035682 25.274878 16.86 0.155 0.156 6.7 16.404 0.256 0.256 4.5 15.948 0.256 4.3 CDD 222 396.465078 352.959335 0.4560 0.4560 0.9120
76.262215 25.287292 15.55 0.053 0.054 22.5 15.018 0.079 0.080 14.2 14.829 0.078 13.0 AAA 222 816.629332 57.505802 0.5320 0.1890 0.7210
76.139388 25.28042 15.43 0.055 0.056 26.0 14.582 0.059 0.059 21.2 14.372 0.055 19.8 AAA 222 504.494616 34.948179 0.8480 0.2100 1.0580
76.197365 25.275202 16.045 0.080 0.081 14.8 15.16 0.098 0.098 12.4 15.376 0.139 7.9 AAB 222 619.824342 50.422932 0.8850 -0.2160 0.6690
75.999136 25.280424 15.95 0.073 0.074 15.6 14.69 0.059 0.060 22.0 14.116 0.055 23.4 AAA 222 446.132245 337.939684 1.2600 0.5740 1.8340
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
76.270283 25.282421 17.212 0.208 0.208 4.9 16.331 0.252 0.252 4.2 15.686 0.192 5.9 DDC 222 829.90861 59.499928 0.8810 0.6450 1.5260
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
75.84621 25.277908 15.851 0.076 0.077 17.1 14.952 0.077 0.077 16.7 14.54 0.063 15.9 AAA 222 778.887245 301.320611 0.8990 0.4120 1.3110
76.098075 25.283661 13.56 0.028 0.030 145.7 12.626 0.032 0.033 128.4 12.325 0.025 130.7 AAA 222 452.324965 19.973161 0.9340 0.3010 1.2350
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
76.098075 25.283661 13.56 0.028 0.030 145.7 12.626 0.032 0.033 128.4 12.325 0.025 130.7 AAA 222 452.324965 19.973161 0.9340 0.3010 1.2350
76.124329 25.274755 14.504 0.033 0.035 61.1 13.841 0.040 0.041 41.9 13.559 0.034 42.0 AAA 222 460.560691 31.403869 0.6630 0.2820 0.9450
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
76.089298 25.279129 15.488 0.057 0.058 23.8 14.896 0.066 0.067 18.2 14.6 0.078 15.0 AAA 222 427.754252 17.122771 0.5920 0.2960 0.8880
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
76.020164 25.28079 16.497 0.115 0.115 9.4 15.72 0.135 0.135 8.5 15.158 0.118 9.0 BBB 222 426.443773 346.56121 0.7770 0.5620 1.3390
76.071041 25.277864 16.992 0.166 0.167 6.0 15.819 0.141 0.141 7.8 15.41 0.141 7.1 CBB 222 409.662379 9.343355 1.1730 0.4090 1.5820
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
75.878995 25.286188 17.053 0.170 0.171 5.6 16.168 0.205 0.205 5.5 15.804 0.217 5.0 CCD 222 707.731825 307.879063 0.8850 0.3640 1.2490
75.808841 25.283585 16.131 0.088 0.089 13.2 15.612 0.119 0.119 9.1 15.015 0.104 10.2 ABA 222 894.666031 298.40002 0.5190 0.5970 1.1160
75.814067 25.285648 12.666 0.021 0.024 320.6 11.781 0.031 0.032 310.1 11.476 0.019 266.7 AAA 222 883.329248 299.347304 0.8850 0.3050 1.1900
76.035682 25.274878 16.86 0.155 0.156 6.7 16.404 0.256 0.256 4.5 15.948 0.256 4.3 CDD 222 396.465078 352.959335 0.4560 0.4560 0.9120
76.248512 25.276876 15.757 0.065 0.066 18.6 15.071 0.091 0.092 13.5 14.735 0.081 14.2 AAA 222 758.913927 58.091093 0.6860 0.3360 1.0220
75.999136 25.280424 15.95 0.073 0.074 15.6 14.69 0.059 0.060 22.0 14.116 0.055 23.4 AAA 222 446.132245 337.939684 1.2600 0.5740 1.8340
76.245173 25.283037 13.992 0.027 0.030 94.5 13.28 0.036 0.037 70.3 13.049 0.025 67.1 AAA 222 761.771323 56.242251 0.7120 0.2310 0.9430
76.245173 25.283037 13.992 0.027 0.030 94.5 13.28 0.036 0.037 70.3 13.049 0.025 67.1 AAA 222 761.771323 56.242251 0.7120 0.2310 0.9430
76.115816 25.278694 13.85 0.026 0.029 111.5 13.056 0.032 0.033 86.4 12.831 0.024 82.0 AAA 222 459.257955 27.528342 0.7940 0.2250 1.0190
76.245173 25.283037 13.992 0.027 0.030 94.5 13.28 0.036 0.037 70.3 13.049 0.025 67.1 AAA 222 761.771323 56.242251 0.7120 0.2310 0.9430
76.248512 25.276876 15.757 0.065 0.066 18.6 15.071 0.091 0.092 13.5 14.735 0.081 14.2 AAA 222 758.913927 58.091093 0.6860 0.3360 1.0220
75.814067 25.285648 12.666 0.021 0.024 320.6 11.781 0.031 0.032 310.1 11.476 0.019 266.7 AAA 222 883.329248 299.347304 0.8850 0.3050 1.1900
76.098075 25.283661 13.56 0.028 0.030 145.7 12.626 0.032 0.033 128.4 12.325 0.025 130.7 AAA 222 452.324965 19.973161 0.9340 0.3010 1.2350
76.008789 25.286747 15.947 0.073 0.074 15.6 15.285 0.104 0.104 12.7 14.688 0.081 13.8 AAA 222 456.969619 342.668692 0.6620 0.5970 1.2590
76.045165 25.289345 9.259 0.029 0.034 7393.2 8.858 0.030 0.032 4739.2 8.66 0.017 3568.0 AAA 122 445.906723 357.722072 0.4010 0.1980 0.5990
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
75.982878 25.281048 17.226 0.215 0.215 4.8 15.515 0.125 0.125 10.3 14.831 0.096 12.1 DBA 222 470.587074 332.061415 1.7110 0.6840 2.3950
75.854736 25.281954 17.247 0.223 0.224 4.7 16.26 0.206 0.206 5.0 15.989 0.258 4.2 DCD 222 763.181598 303.336513 0.9870 0.2710 1.2580
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
76.073445 25.289291 16.457 0.102 0.103 9.8 15.724 0.126 0.126 8.5 15.469 0.162 6.7 BBC 222 451.525624 9.474837 0.7330 0.2550 0.9880
76.270283 25.282421 17.212 0.208 0.208 4.9 16.331 0.252 0.252 4.2 15.686 0.192 5.9 DDC 222 829.90861 59.499928 0.8810 0.6450 1.5260
76.008789 25.286747 15.947 0.073 0.074 15.6 15.285 0.104 0.104 12.7 14.688 0.081 13.8 AAA 222 456.969619 342.668692 0.6620 0.5970 1.2590
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
76.139388 25.28042 15.43 0.055 0.056 26.0 14.582 0.059 0.059 21.2 14.372 0.055 19.8 AAA 222 504.494616 34.948179 0.8480 0.2100 1.0580
75.933874 25.2827 17.142 0.197 0.197 5.2 15.605 0.122 0.122 9.2 15.27 0.121 8.1 CBB 222 567.72229 317.984462 1.5370 0.3350 1.8720
76.019123 25.278774 17.097 0.204 0.204 5.4 15.962 0.136 0.136 6.8 15.644 0.188 5.7 CCC 222 420.203159 345.881602 1.1350 0.3180 1.4530
76.113635 25.286852 15.996 0.081 0.082 15.4 15.146 0.101 0.102 12.6 14.668 0.072 15.1 AAA 222 482.420718 25.166524 0.8500 0.4780 1.3280
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
76.213905 25.283825 15.487 0.050 0.051 24.7 14.779 0.070 0.071 17.7 14.412 0.060 19.1 AAA 222 681.191624 51.289813 0.7080 0.3670 1.0750
76.06593 25.289648 13.971 0.023 0.026 96.4 13.476 0.035 0.036 67.4 13.139 0.029 57.6 AAA 222 449.422693 6.370442 0.4950 0.3370 0.8320
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
76.149358 25.283716 16.948 0.159 0.159 6.4 16.083 0.219 0.219 5.3 15.895 0.209 4.9 CDD 222 533.192376 37.074716 0.8650 0.1880 1.0530
76.071041 25.277864 16.992 0.166 0.167 6.0 15.819 0.141 0.141 7.8 15.41 0.141 7.1 CBB 222 409.662379 9.343355 1.1730 0.4090 1.5820
76.075614 25.290539 15.936 0.070 0.071 15.8 15.112 0.078 0.079 14.9 14.675 0.082 14.0 AAA 222 457.162781 10.254801 0.8240 0.4370 1.2610
76.228961 25.286551 15.318 0.046 0.048 28.9 14.512 0.061 0.061 22.6 14.302 0.054 21.2 AAA 222 725.962859 53.100235 0.8060 0.2100 1.0160
76.098075 25.283661 13.56 0.028 0.030 145.7 12.626 0.032 0.033 128.4 12.325 0.025 130.7 AAA 222 452.324965 19.973161 0.9340 0.3010 1.2350
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
75.822695 25.279831 16.355 0.113 0.113 10.7 15.613 0.123 0.123 9.1 15.358 0.149 7.5 BBB 222 848.604749 299.040168 0.7420 0.2550 0.9970
76.029773 25.282463 16.6 0.122 0.123 8.6 15.936 0.172 0.172 7.0 15.697 0.201 5.5 BCC 222 426.215736 350.843017 0.6640 0.2390 0.9030
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
76.270283 25.282421 17.212 0.208 0.208 4.9 16.331 0.252 0.252 4.2 15.686 0.192 5.9 DDC 222 829.90861 59.499928 0.8810 0.6450 1.5260
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
75.926539 25.285839 15.952 0.073 0.074 15.6 14.884 0.066 0.067 17.8 14.359 0.063 18.7 AAA 222 592.195404 317.002031 1.0680 0.5250 1.5930
76.190143 25.28462 17.079 0.189 0.189 5.7 15.783 0.153 0.154 7.0 15.633 0.163 6.2 CBC 222 624.616239 46.648775 1.2960 0.1500 1.4460
75.999136 25.280424 15.95 0.073 0.074 15.6 14.69 0.059 0.060 22.0 14.116 0.055 23.4 AAA 222 446.132245 337.939684 1.2600 0.5740 1.8340
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.06593 25.289648 13.971 0.023 0.026 96.4 13.476 0.035 0.036 67.4 13.139 0.029 57.6 AAA 222 449.422693 6.370442 0.4950 0.3370 0.8320
75.84705 25.280716 14.853 0.034 0.036 42.8 14.269 0.044 0.044 31.4 14.023 0.056 25.5 AAA 222 781.855617 302.057958 0.5840 0.2460 0.8300
75.854736 25.281954 17.247 0.223 0.224 4.7 16.26 0.206 0.206 5.0 15.989 0.258 4.2 DCD 222 763.181598 303.336513 0.9870 0.2710 1.2580
76.196657 25.291412 14.539 0.031 0.034 59.1 13.508 0.036 0.037 57.0 13.227 0.028 57.0 AAA 222 656.823964 46.364504 1.0310 0.2810 1.3120
76.146849 25.288893 16.092 0.081 0.082 14.2 15.103 0.087 0.088 13.1 14.82 0.080 13.1 AAA 222 543.415947 35.201961 0.9890 0.2830 1.2720
75.832753 25.290823 17.164 0.219 0.220 5.1 15.678 0.114 0.114 8.6 15.585 0.186 6.1 DBC 222 840.622802 302.482438 1.4860 0.0930 1.5790
76.139388 25.28042 15.43 0.055 0.056 26.0 14.582 0.059 0.059 21.2 14.372 0.055 19.8 AAA 222 504.494616 34.948179 0.8480 0.2100 1.0580
75.882903 25.281183 16.291 0.099 0.100 11.4 15.498 0.102 0.102 10.1 15.246 0.139 8.3 AAB 222 686.666269 307.34189 0.7930 0.2520 1.0450
75.817467 25.281328 15.658 0.055 0.056 20.4 15.076 0.080 0.081 14.9 14.807 0.089 12.4 AAA 222 866.112737 298.807349 0.5820 0.2690 0.8510
76.127573 25.276129 16.724 0.136 0.137 7.9 15.702 0.143 0.143 7.5 15.373 0.140 7.9 BBB 222 470.332754 32.187267 1.0220 0.3290 1.3510
75.869651 25.289907 16.745 0.138 0.138 7.5 16.012 0.156 0.157 6.3 15.365 0.159 7.4 BCC 222 740.013541 307.25463 0.7330 0.6470 1.3800
75.926539 25.285839 15.952 0.073 0.074 15.6 14.884 0.066 0.067 17.8 14.359 0.063 18.7 AAA 222 592.195404 317.002031 1.0680 0.5250 1.5930
76.228961 25.286551 15.318 0.046 0.048 28.9 14.512 0.061 0.061 22.6 14.302 0.054 21.2 AAA 222 725.962859 53.100235 0.8060 0.2100 1.0160
75.869651 25.289907 16.745 0.138 0.138 7.5 16.012 0.156 0.157 6.3 15.365 0.159 7.4 BCC 222 740.013541 307.25463 0.7330 0.6470 1.3800
76.281956 25.287321 15.034 0.038 0.040 36.2 14.506 0.053 0.054 22.7 14.318 0.055 20.9 AAA 222 871.616796 59.76391 0.5280 0.1880 0.7160
76.146849 25.288893 16.092 0.081 0.082 14.2 15.103 0.087 0.088 13.1 14.82 0.080 13.1 AAA 222 543.415947 35.201961 0.9890 0.2830 1.2720
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
75.878995 25.286188 17.053 0.170 0.171 5.6 16.168 0.205 0.205 5.5 15.804 0.217 5.0 CCD 222 707.731825 307.879063 0.8850 0.3640 1.2490
76.115816 25.278694 13.85 0.026 0.029 111.5 13.056 0.032 0.033 86.4 12.831 0.024 82.0 AAA 222 459.257955 27.528342 0.7940 0.2250 1.0190
76.146849 25.288893 16.092 0.081 0.082 14.2 15.103 0.087 0.088 13.1 14.82 0.080 13.1 AAA 222 543.415947 35.201961 0.9890 0.2830 1.2720
75.901197 25.286863 17.018 0.182 0.182 5.8 15.867 0.169 0.169 7.2 14.971 0.107 10.7 CCA 222 653.762424 311.93357 1.1510 0.8960 2.0470
76.008789 25.286747 15.947 0.073 0.074 15.6 15.285 0.104 0.104 12.7 14.688 0.081 13.8 AAA 222 456.969619 342.668692 0.6620 0.5970 1.2590
76.113635 25.286852 15.996 0.081 0.082 15.4 15.146 0.101 0.102 12.6 14.668 0.072 15.1 AAA 222 482.420718 25.166524 0.8500 0.4780 1.3280
76.259047 25.288738 15.551 0.057 0.059 22.5 14.6 0.066 0.067 20.8 14.13 0.044 24.8 AAA 222 810.773521 56.804677 0.9510 0.4700 1.4210
75.998575 25.285086 15.436 0.049 0.050 25.0 14.365 0.041 0.042 29.7 13.902 0.046 28.6 AAA 222 462.393875 338.511826 1.0710 0.4630 1.5340
76.008789 25.286747 15.947 0.073 0.074 15.6 15.285 0.104 0.104 12.7 14.688 0.081 13.8 AAA 222 456.969619 342.668692 0.6620 0.5970 1.2590
76.173614 25.288488 16.731 0.136 0.137 7.8 15.828 0.181 0.181 6.7 15.666 0.162 6.0 BCC 222 596.861809 42.129375 0.9030 0.1620 1.0650
75.869651 25.289907 16.745 0.138 0.138 7.5 16.012 0.156 0.157 6.3 15.365 0.159 7.4 BCC 222 740.013541 307.25463 0.7330 0.6470 1.3800
75.887397 25.288794 14.757 0.035 0.037 46.7 14.161 0.045 0.045 34.6 13.893 0.049 28.8 AAA 222 692.297652 309.880431 0.5960 0.2680 0.8640
76.113635 25.286852 15.996 0.081 0.082 15.4 15.146 0.101 0.102 12.6 14.668 0.072 15.1 AAA 222 482.420718 25.166524 0.8500 0.4780 1.3280
76.075614 25.290539 15.936 0.070 0.071 15.8 15.112 0.078 0.079 14.9 14.675 0.082 14.0 AAA 222 457.162781 10.254801 0.8240 0.4370 1.2610
76.113635 25.286852 15.996 0.081 0.082 15.4 15.146 0.101 0.102 12.6 14.668 0.072 15.1 AAA 222 482.420718 25.166524 0.8500 0.4780 1.3280
76.089903 25.287352 16.904 0.156 0.157 6.5 16.289 0.238 0.238 5.0 15.736 0.204 5.3 CDC 222 456.674034 16.264324 0.6150 0.5530 1.1680
75.971022 25.285938 13.374 0.017 0.021 167.0 12.315 0.032 0.033 196.3 11.742 0.017 208.8 AAA 222 504.896323 329.129095 1.0590 0.5730 1.6320
75.822989 25.290012 13.064 0.019 0.022 222.2 12.448 0.028 0.029 167.8 12.251 0.019 130.6 AAA 222 866.11585 301.193085 0.6160 0.1970 0.8130
75.926539 25.285839 15.952 0.073 0.074 15.6 14.884 0.066 0.067 17.8 14.359 0.063 18.7 AAA 222 592.195404 317.002031 1.0680 0.5250 1.5930
76.06593 25.289648 13.971 0.023 0.026 96.4 13.476 0.035 0.036 67.4 13.139 0.029 57.6 AAA 222 449.422693 6.370442 0.4950 0.3370 0.8320
76.196657 25.291412 14.539 0.031 0.034 59.1 13.508 0.036 0.037 57.0 13.227 0.028 57.0 AAA 222 656.823964 46.364504 1.0310 0.2810 1.3120
76.159432 25.286772 14.935 0.036 0.038 41.1 14.258 0.049 0.050 28.6 14.033 0.044 27.1 AAA 222 562.092453 39.06368 0.6770 0.2250 0.9020
75.887397 25.288794 14.757 0.035 0.037 46.7 14.161 0.045 0.045 34.6 13.893 0.049 28.8 AAA 222 692.297652 309.880431 0.5960 0.2680 0.8640
76.190143 25.28462 17.079 0.189 0.189 5.7 15.783 0.153 0.154 7.0 15.633 0.163 6.2 CBC 222 624.616239 46.648775 1.2960 0.1500 1.4460
75.96297 25.277857 17.158 0.216 0.216 5.1 15.806 0.134 0.134 7.9 15.029 0.109 10.1 CBB 222 494.816239 324.79067 1.3520 0.7770 2.1290
76.256874 25.2915 16.6 0.127 0.128 8.6 15.911 0.172 0.172 6.2 15.71 0.194 5.8 BCC 222 810.371511 55.942612 0.6890 0.2010 0.8900
76.008789 25.286747 15.947 0.073 0.074 15.6 15.285 0.104 0.104 12.7 14.688 0.081 13.8 AAA 222 456.969619 342.668692 0.6620 0.5970 1.2590
76.06593 25.289648 13.971 0.023 0.026 96.4 13.476 0.035 0.036 67.4 13.139 0.029 57.6 AAA 222 449.422693 6.370442 0.4950 0.3370 0.8320
76.098075 25.283661 13.56 0.028 0.030 145.7 12.626 0.032 0.033 128.4 12.325 0.025 130.7 AAA 222 452.324965 19.973161 0.9340 0.3010 1.2350
75.971022 25.285938 13.374 0.017 0.021 167.0 12.315 0.032 0.033 196.3 11.742 0.017 208.8 AAA 222 504.896323 329.129095 1.0590 0.5730 1.6320
75.887397 25.288794 14.757 0.035 0.037 46.7 14.161 0.045 0.045 34.6 13.893 0.049 28.8 AAA 222 692.297652 309.880431 0.5960 0.2680 0.8640
75.933874 25.2827 17.142 0.197 0.197 5.2 15.605 0.122 0.122 9.2 15.27 0.121 8.1 CBB 222 567.72229 317.984462 1.5370 0.3350 1.8720
76.173614 25.288488 16.731 0.136 0.137 7.8 15.828 0.181 0.181 6.7 15.666 0.162 6.0 BCC 222 596.861809 42.129375 0.9030 0.1620 1.0650
75.827156 25.292391 16.407 0.106 0.107 10.2 15.808 0.128 0.128 7.6 15.39 0.142 7.2 ABB 222 859.044751 302.149497 0.5990 0.4180 1.0170
76.276932 25.291742 14.674 0.036 0.038 50.5 14.157 0.046 0.047 31.3 14.002 0.048 27.9 AAA 222 865.74453 58.309439 0.5170 0.1550 0.6720
76.190143 25.28462 17.079 0.189 0.189 5.7 15.783 0.153 0.154 7.0 15.633 0.163 6.2 CBC 222 624.616239 46.648775 1.2960 0.1500 1.4460
76.069196 25.29377 16.349 0.099 0.100 10.8 15.868 0.171 0.171 7.4 15.653 0.196 5.7 ACC 222 465.436333 7.468132 0.4810 0.2150 0.6960
76.146849 25.288893 16.092 0.081 0.082 14.2 15.103 0.087 0.088 13.1 14.82 0.080 13.1 AAA 222 543.415947 35.201961 0.9890 0.2830 1.2720
76.276932 25.291742 14.674 0.036 0.038 50.5 14.157 0.046 0.047 31.3 14.002 0.048 27.9 AAA 222 865.74453 58.309439 0.5170 0.1550 0.6720
76.173614 25.288488 16.731 0.136 0.137 7.8 15.828 0.181 0.181 6.7 15.666 0.162 6.0 BCC 222 596.861809 42.129375 0.9030 0.1620 1.0650
