radius wavgoffset meanoffset varoffset wavg mean

J
5 -0.462076798589 -3.69342440541 5.21292543349 15.474254503 19.4898817027
10 -0.212046663538 -3.66350040541 26.6411712581 14.9839507473 19.4599577027
15 -0.105309310202 -4.61470825676 110.240376999 14.822745438 20.4111655541
18 -0.0730108980758 -5.29797728378 166.608524852 14.7652664437 21.0944345811
20 -0.0418353339276 -5.70523454054 199.486650626 14.7377888543 21.5016918378
22 -0.0247898340983 -6.21100304054 239.980672846 14.6942594229 22.0074603378
24 0.00486700859978 -6.80032 286.250504293 14.659385222 22.5967772973
28 0.0554644081496 -7.87775712162 367.704793604 14.6318011835 23.6742144189
30 0.0791553284961 -8.42355087838 409.009999798 14.5991608494 24.2200081757
32 0.103140535329 -9.03459125676 453.728923028 14.5729149868 24.8310485541
34 0.13363747432 -9.59566795946 494.451676614 14.5575709513 25.3921252568
36 0.164368739599 -10.2942981486 544.481470706 14.5471401822 26.0907554459
38 0.191903184242 -10.7730935135 577.526538757 14.5261255086 26.5695508108
40 0.218107958614 -10.956264973 591.200071207 14.5009418581 26.7527222703
42 0.246818081 -11.2633961351 613.034537177 14.4759597693 27.0598534324
44 0.287571641429 -11.5301906486 631.926295503 14.4645119945 27.3266479459
46 0.317933057888 -11.8562242432 654.87112122 14.4383867486 27.6526815405
48 0.351178799602 -12.1532035541 675.285118036 14.4176717422 27.9496608514
50 0.383022196134 -12.3152822838 686.911792183 14.390871929 28.1117395811
STOP_J

Ks
5 0.699252761619 -2.42237199107 4.59175511077 14.1723322526 18.2122903032
10 0.794232684153 -2.4131198284 24.594809998 13.7707686432 18.2030381406
15 0.844465405217 -2.98431411613 77.9440287143 13.5792140078 18.7742324283
18 0.848833665199 -3.47760166902 120.583525421 13.4918133704 19.2675199812
20 0.845119147587 -3.96543053597 162.015506903 13.4316723387 19.7553488481
22 0.83376833816 -4.31166993418 190.880890031 13.3766392294 20.1015882464
24 0.820738851291 -4.70451573813 222.995231904 13.3317943421 20.4944340503
28 0.655121472953 -5.65897021627 298.960241992 13.3030490152 21.4488885284
30 0.618928844569 -6.27803918665 347.151041265 13.2567765601 22.0679574988
32 0.595742680713 -6.72575944993 381.495336788 13.2077819546 22.5156777621
34 0.590767918067 -7.18959922426 417.05744738 13.1627050366 22.9795175364
36 0.571517376265 -7.5073382111 441.451711439 13.1118751431 23.2972565233
38 0.546591628272 -7.87490771039 469.060984171 13.06071216 23.6648260226
40 0.523821920557 -8.35214861307 504.630560616 13.0095917836 24.1420669252
42 0.529978921892 -8.53527052186 518.452728031 12.9587929743 24.325188834
44 0.371460100657 -8.89753477903 545.282023479 12.9496718209 24.6874530912
46 0.345600065092 -9.31472099201 575.552615028 12.8995201433 25.1046393042
48 0.913073827182 -9.77117148566 608.360700003 13.0559100121 25.5610897978
50 0.933337588791 -9.96710852139 622.989388344 13.0194770329 25.7570268336
STOP_Ks

H
5 0.25405828112 -3.0527043541 4.74633417321 14.3480753237 18.8787865489
10 0.421427801414 -3.91089650117 93.3572325178 13.9014047071 19.736978696
15 0.42869786571 -6.24176631123 281.529698 13.8008756129 22.0678485061
18 0.424338555089 -7.44338697101 373.797571849 13.7398150772 23.2694691658
20 0.387153201426 -8.31534469621 437.958461188 13.7301243335 24.141426891
22 0.439441988901 -9.11099273575 495.19404769 13.7285676739 24.9370749306
24 0.424807769225 -9.96989597867 556.286370999 13.703209272 25.7959056432
28 0.399548308773 -11.2739138747 645.9805209 13.6774936923 27.0999699733
30 0.383672028785 -11.984871673 693.325636065 13.664083936 27.8108813375
32 0.3640559051 -12.5542896146 730.343442847 13.6499792535 28.3803718094
34 0.340841730902 -13.1000474339 765.339260864 13.641522092 28.9260570984
36 0.375906980598 -13.6353991114 799.8983751 13.6382242201 29.4614813062
38 0.360796501207 -14.056614473 826.401859703 13.6327145236 29.8826966678
40 0.336502506154 -14.6324477619 861.359451049 13.6299404211 30.4585299567
42 0.317667872617 -14.994937836 883.551629878 13.6162478399 30.8209475006
44 0.375390205877 -15.5534556925 917.331417562 13.6259055573 31.3795378874
46 0.359966181577 -15.8933648006 937.521315117 13.6223983372 31.7194469954
48 0.381254964782 -16.3451001999 963.987327174 13.6338265729 32.1711823948
50 0.36935257418 -16.5197773742 975.180361132 13.6211616756 32.345859569
STOP_H



